node,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,degree
please,1.0,0.0,1.0,0.0066398823776419565,199
love,0.9949748743718593,0.0,0.995,0.0168773465725186,198
happy,0.9949748743718593,0.0,0.995,0.011742912653205768,198
keep,0.9949748743718593,0.002012325619278198,0.995,0.005240518317072657,198
feel,0.9949748743718593,0.0,0.995,0.00994243462373341,198
everyone,0.9949748743718593,0.0004024451260632166,0.995,0.007163408587001186,198
best,0.9949748743718593,0.0,0.995,0.008725616191333779,198
never,0.9949748743718593,0.0003402428817079862,0.995,0.008807987997531611,198
amazing,0.9899497487437187,0.0002412857940496131,0.9900497512437811,0.008225367467086095,197
any,0.9899497487437187,0.0,0.9900497512437811,0.007425502890001795,197
into,0.9899497487437187,0.0002466235773480553,0.9900497512437811,0.0067328087859403266,197
person,0.9899497487437187,0.0,0.9900497512437811,0.010237652235990321,197
hope,0.9899497487437187,0.0,0.9900497512437811,0.006233494441650083,197
live,0.9899497487437187,0.002481785004342048,0.9900497512437811,0.004861764050864294,197
kind,0.9899497487437187,0.0,0.9900497512437811,0.008407534988007014,197
part,0.9899497487437187,0.0008081733321767092,0.9900497512437811,0.0035232999861840204,197
believe,0.9899497487437187,0.001028922555748605,0.9900497512437811,0.0032522506589677653,197
always,0.9899497487437187,0.0,0.9900497512437811,0.008605036841815775,197
work,0.9899497487437187,0.0,0.9900497512437811,0.007982937427685476,197
home,0.9899497487437187,0.004542436146458463,0.9900497512437811,0.0037885457692359596,197
better,0.9899497487437187,0.00039316250343122196,0.9900497512437811,0.007619378776402744,197
nice,0.9899497487437187,0.0007048918388175183,0.9900497512437811,0.013468017027201722,197
big,0.9899497487437187,0.0014640951751229954,0.9900497512437811,0.0035972767598864957,197
great,0.9899497487437187,0.0,0.9900497512437811,0.007793886660443243,197
today,0.9899497487437187,0.0,0.9900497512437811,0.010380890030072606,197
alone,0.9899497487437187,0.00015964358751153687,0.9900497512437811,0.008587230676793343,197
give,0.9849246231155779,0.0,0.9851485148514851,0.005891339515522735,196
every,0.9849246231155779,0.0,0.9851485148514851,0.0077167855327041675,196
mental,0.9849246231155779,5.639871636521553e-05,0.9851485148514851,0.009634678504771307,196
days,0.9849246231155779,0.00042844756970904165,0.9851485148514851,0.004682020935107313,196
life,0.9849246231155779,0.0,0.9851485148514851,0.012233213578478706,196
women,0.9849246231155779,0.0002474235592154032,0.9851485148514851,0.003339163783179248,196
without,0.9849246231155779,0.0,0.9851485148514851,0.004246348071514405,196
giving,0.9849246231155779,0.0012873435011376386,0.9851485148514851,0.004931747252607092,196
getting,0.9849246231155779,0.0,0.9851485148514851,0.005386664046683014,196
years,0.9849246231155779,3.806913354652048e-05,0.9851485148514851,0.006973769318855219,196
long,0.9849246231155779,0.00043100043802299484,0.9851485148514851,0.004777010534078946,196
man,0.9849246231155779,4.479852584009733e-05,0.9851485148514851,0.005620760180514039,196
year,0.9849246231155779,0.0,0.9851485148514851,0.0066756571661333005,196
thought,0.9849246231155779,0.006120177259786396,0.9851485148514851,0.003336535967949504,196
ever,0.9849246231155779,0.0,0.9851485148514851,0.005777796497826059,196
