node,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,degree
please,1.0,0.0,1.0,0.006492151186948928,259
today,0.9922779922779923,0.0,0.9923371647509579,0.009325072165879827,257
any,0.9922779922779923,0.0,0.9923371647509579,0.007123930127718296,257
never,0.9922779922779923,0.0001633120121096441,0.9923371647509579,0.008792286294550465,257
feel,0.9922779922779923,0.0,0.9923371647509579,0.01156982477720866,257
into,0.9922779922779923,0.0001899646286005481,0.9923371647509579,0.0070996544982447575,257
keep,0.9884169884169884,0.002698231681484659,0.9885496183206107,0.004560696372381426,256
give,0.9884169884169884,0.0006259320545034829,0.9885496183206107,0.005126425277760739,256
everyone,0.9884169884169884,0.0005252118624211651,0.9885496183206107,0.005954190721035293,256
year,0.9884169884169884,0.0,0.9885496183206107,0.005970863188288231,256
always,0.9884169884169884,0.0,0.9885496183206107,0.007435091603667557,256
life,0.9884169884169884,0.0008505696750762222,0.9885496183206107,0.011287802078481526,256
world,0.9845559845559846,0.0,0.9847908745247148,0.006696072422992686,255
live,0.9845559845559846,0.0027195615761727095,0.9847908745247148,0.0038483884229472305,255
believe,0.9845559845559846,0.007068393190472907,0.9847908745247148,0.002892572365401424,255
years,0.9845559845559846,0.0,0.9847908745247148,0.006098167108369455,255
without,0.9845559845559846,2.3023278837232327e-06,0.9847908745247148,0.0041909137495337225,255
man,0.9845559845559846,0.0,0.9847908745247148,0.005493692727479252,255
person,0.9845559845559846,9.027964308607778e-05,0.9847908745247148,0.008533286693007331,255
work,0.9845559845559846,0.0005355022906168212,0.9847908745247148,0.006877191671443677,255
every,0.9845559845559846,0.0,0.9847908745247148,0.007438391589248168,255
alone,0.9845559845559846,0.0001042948546368519,0.9847908745247148,0.011321906435413366,255
long,0.9845559845559846,0.0005711256205805044,0.9847908745247148,0.00436683453237255,255
big,0.9845559845559846,0.004214073748765173,0.9847908745247148,0.0031060559037714474,255
guys,0.9845559845559846,0.005960190283724391,0.9847908745247148,0.0030659711154566033,255
nothing,0.9845559845559846,1.7039245925414836e-05,0.9847908745247148,0.0048658259478676115,255
help,0.9806949806949807,0.0,0.9810606060606061,0.00575539777979397,254
hope,0.9806949806949807,0.0,0.9810606060606061,0.005126036772035872,254
enough,0.9806949806949807,0.0003571026948982781,0.9810606060606061,0.003605252050355374,254
money,0.9806949806949807,0.0,0.9810606060606061,0.006481470924051444,254
must,0.9806949806949807,0.003338302226168265,0.9810606060606061,0.0034419907376381587,254
ever,0.9806949806949807,0.0,0.9810606060606061,0.005494828720677656,254
sad,0.9806949806949807,0.0004556485533723429,0.9810606060606061,0.014131028988112573,254
death,0.9806949806949807,0.000891316532889537,0.9810606060606061,0.010541327492411157,254
days,0.9806949806949807,0.00019028974672857476,0.9810606060606061,0.00465308845304147,254
god,0.9806949806949807,0.0010157569652236547,0.9810606060606061,0.004866294638700931,254
since,0.9806949806949807,0.00021596202716605965,0.9810606060606061,0.004202750548320502,254
stop,0.9806949806949807,0.0,0.9810606060606061,0.00499885313908245,254
find,0.9806949806949807,4.82209784535366e-05,0.9810606060606061,0.004331651628990547,254
mental,0.9806949806949807,0.0,0.9810606060606061,0.012433651727387342,254
getting,0.9806949806949807,1.7209900930831163e-05,0.9810606060606061,0.005323540449703988,254
covid,0.9806949806949807,0.0036539975372164224,0.9810606060606061,0.006245802385689306,254
someone,0.9806949806949807,0.0,0.9810606060606061,0.007745913494171821,254
made,0.9806949806949807,0.0,0.9810606060606061,0.005369919332335017,254
health,0.9806949806949807,2.9425486236117468e-05,0.9810606060606061,0.01548294357297927,254
india,0.9806949806949807,1.3604664767455466e-06,0.9810606060606061,0.022512365753543154,254
part,0.9806949806949807,0.003363539873851929,0.9810606060606061,0.0031698548528330903,254
start,0.9768339768339769,0.002585442939097278,0.9773584905660377,0.0032347652645283685,253
trying,0.9768339768339769,0.0003675844470531906,0.9773584905660377,0.004111239518182197,253
makes,0.9768339768339769,0.0019033499750578248,0.9773584905660377,0.004446121309879223,253
another,0.9768339768339769,0.00020850822345838956,0.9773584905660377,0.003946416843807682,253
talk,0.9768339768339769,0.002592044007051817,0.9773584905660377,0.0034228434206380583,253
giving,0.9768339768339769,0.004000768076150169,0.9773584905660377,0.004170165667993259,253
something,0.9768339768339769,0.0,0.9773584905660377,0.00623769095011811,253
making,0.9768339768339769,0.0001621200175878819,0.9773584905660377,0.003910358868414366,253
end,0.9768339768339769,0.0007320363820368964,0.9773584905660377,0.0035183936558159205,253
around,0.9768339768339769,0.0009148321166381674,0.9773584905660377,0.004031228556341524,253
women,0.9768339768339769,0.004906542655969232,0.9773584905660377,0.00312168747106406,253
look,0.9768339768339769,0.0005377406403979559,0.9773584905660377,0.00398554539809998,253
remember,0.9768339768339769,0.004073398177596772,0.9773584905660377,0.0033261732205265935,253
thought,0.972972972972973,0.003226177082453934,0.9736842105263158,0.0032090159646982414,252
actually,0.972972972972973,0.0030371696701509154,0.9736842105263158,0.0038035487499650175,252
job,0.972972972972973,0.0007384156470535208,0.9736842105263158,0.006173343396503401,252
already,0.972972972972973,0.0028782946616973414,0.9736842105263158,0.003150623398718402,252
anything,0.972972972972973,0.00022753503604228226,0.9736842105263158,0.004048419066650623,252
hard,0.972972972972973,0.00015547108570364385,0.9736842105263158,0.004747889947115124,252
everything,0.972972972972973,0.00043026797832759387,0.9736842105263158,0.004683434402334022,252
put,0.972972972972973,5.6701219491917166e-05,0.9736842105263158,0.003980113923182131,252
try,0.972972972972973,0.0003823828574659139,0.9736842105263158,0.0033538291318074764,252
home,0.972972972972973,0.0012111862151204698,0.9736842105263158,0.003601931179102012,252
away,0.972972972972973,0.0012070523610108316,0.9736842105263158,0.0040332182669049225,252
done,0.972972972972973,0.0003331281277343423,0.9736842105263158,0.004503242819343737,252
real,0.972972972972973,0.0008406732487782205,0.9736842105263158,0.00398622754001726,252
lot,0.972972972972973,0.0001256236899618833,0.9736842105263158,0.004661313905506539,252
yet,0.972972972972973,0.0002147370087569423,0.9736842105263158,0.0033049069283187724,252
heart,0.972972972972973,5.986052497680405e-06,0.9736842105263158,0.006766095012312837,252
tell,0.9691119691119692,0.0008189049533433065,0.9700374531835206,0.0038933090742998373,251
better,0.9691119691119692,0.0015749526856224472,0.9700374531835206,0.005281361749161825,251
times,0.9691119691119692,0.000734488442129638,0.9700374531835206,0.0034566941608505887,251
show,0.9691119691119692,0.0022011432897559606,0.9700374531835206,0.0031528669877291743,251
disease,0.9691119691119692,0.000782488225660109,0.9700374531835206,0.009011543349748062,251
